编号,武将名,皮肤名,语音台词
155201,童渊,经典形象,TongYuan_ChaoFeng_01 鸾凤归巢，百鸟齐鸣。 | TongYuan_ChaoFeng_02 鸾凤之响，所闻皆朝。 | TongYuan_ChuanShu_01 此术不传子，独传于贤。 | TongYuan_ChuanShu_02 定倾之术，贤者可习之。 | TongYuan_LongDan_01 能进能退，方显名将本色。 | TongYuan_CongJian_01 察言纳谏，安身立命之道也。 | TongYuan_ChuanYun_01 吾枪所至，人马俱亡！ | TongYuan_Dead 一门三杰，无憾矣！
155301,张宁,经典形象,ZhangNing_TianZe_01 观天则，以断人事。 | ZhangNing_TianZe_02 乾元用九，乃见天则。 | ZhangNing_DiFa_01 地蕴天成，微妙玄通。 | ZhangNing_DiFa_02 观地之法，吉在其中。 | ZhangNing_Dead 全气之地，当葬其止。
155401,刘永,经典形象,LiuYong_ZhuNing_01 此剑半丈，当斩奸佞人头！ | LiuYong_ZhuNing_02 此身八尺，甘为柱国之石 | LiuYong_FengXiang_01 北风摧蜀地，王爵换乡侯。 | LiuYong_FengXiang_02 汉皇可负我，我不负父兄。 | LiuYong_Dead 他日若是凛风起，你自长哭我自笑。
155501,曹金玉,经典形象,CaoJinYu_YuQi_01 孤影独泣，困于隅角。 | CaoJinYu_YuQi_02 向隅而泣，黯然伤感。 | CaoJinYu_ShanShen_01 好善为德，坚守本心。 | CaoJinYu_ShanShen_02 洁身自爱，独善其身。 | CaoJinYu_XianJing_01 文静闲丽，举止柔美。 | CaoJinYu_XianJing_02 娴静淡雅，温婉穆穆。 | CaoJinYu_Dead 平叔之情，吾岂不明。
155601,庞德公,经典形象,PangDeGong_HeQia_01 和洽不基，贵贱无司。 | PangDeGong_HeQia_02 教化大行，天下和洽。 | PangDeGong_YinYi_01 采山饮河，所以养性。 | PangDeGong_YinYi_02 隐于鱼梁，率尔休畅。 | PangDeGong_Dead 终无可避。
155701,SP贾诩,经典形象,WeiJiaXu_JianShu_01 来，让我看一出好戏吧。 | WeiJiaXu_JianShu_02 纵有千军万马，离心则难成大事。 | WeiJiaXu_YongDi_01 臣愿为世子，肝脑涂地。 | WeiJiaXu_YongDi_02 嫡庶有别，尊卑有序。 | WeiJiaXu_Dead 立嫡之事，真是取祸之道！
155901,孙翊,经典形象,SunYi_JiQiao_01 为将者，当躬冒矢石！ | SunYi_JiQiao_02 吾承父兄之志，危又何惧？ | SunYi_XiongYi_01 此仇不报，吾恨难消！ | SunYi_XiongYi_02 功业未立，汝可继之！ | SunYi_HunZi_01 身临绝境，亦当心怀壮志！ | SunYi_HunZi_02 危难之时，自当振奋以对！ | SunYi_YingHun_01 兄弟齐心，以保父兄基业！ | SunYi_YingZi_01 骁悍果烈，威震江东！ | SunYi_Dead 功业未成而身先死，惜哉，惜哉！
156001,冯妤,经典形象,FengYu_TiQi_01 远望中原，涕泪交流。 | FengYu_TiQi_02 瞻望家乡，泣涕如雨。 | FengYu_BaoShu_01 明镜映梳台，黛眉衬粉面。 | FengYu_BaoShu_02 头作扶摇髻，首枕千金梳。 | FengYu_Dead 诸位为何如此对我？
156101,曹髦,经典形象,CaoMao_QianLong_01 鸟栖于林，龙潜于渊。 | CaoMao_QianLong_02 游鱼惊钓，潜龙飞天。 | CaoMao_FenSi_01 此贼之心，路人皆知！ | CaoMao_FenSi_02 孤君烈忿，怒愈秋霜。 | CaoMao_JueTao_01 登车拔剑起，奋跃搏乱臣。 | CaoMao_JueTao_02 陵云决心意，登辇讨不臣。 | CaoMao_ZhuShi_01 可有爱卿愿助朕讨贼？ | CaoMao_ZhuShi_02 泱泱大魏，忠臣俱亡乎？ | CaoMao_Dead 宁作高贵乡公死，不作汉献帝生。
156201,来莺儿,经典形象,LaiYingEr_XiaoWu_01 繁星临云袖，明月耀舞衣。 | LaiYingEr_XiaoWu_02 逐舞飘轻袖，传歌共绕梁。 | LaiYingEr_HuaPing_01 风絮飘残，化萍而终。 | LaiYingEr_HuaPing_02 莲泥刚倩，藕丝萦绕。 | LaiYingEr_Dead 谷底幽兰艳，芳魂永留香。
156301,吉平,经典形象,JiPing_XunLi_01 病情扑朔，容某思量。 | JiPing_XunLi_02 此疾难辨，容某细察。 | JiPing_ZhiShi_01 嚼指为誓，誓杀国贼！ | JiPing_ZhiShi_02 心怀汉恩，断指相随。 | JiPing_LieYi_01 君有疾在身，不治将恐深。 | JiPing_LieYi_02 汝身患重疾，当以虎狼之药去之。 | JiPing_Dead 今事不成，惟死而已！
1112001,秦宜禄,经典形象,QinYiLu_PiaoPing_01 奔波四处，前途未明。 | QinYiLu_PiaoPing_02 辗转各地，功业难寻。 | QinYiLu_TuoXian_01 一贵一贱，其情乃见。 | QinYiLu_TuoXian_02 一死一生，乃知交情。 | QinYiLu_ZhuiLi_01 近况艰难，何不忧愁？ | QinYiLu_ZhuiLi_02 形势如此，惴惕难当。 | QinYiLu_Dead 我竟落得如此下场！
1110101,刘虞,经典形象,LiuYu_SuiFu_01 以柔克刚，方是良策。 | LiuYu_SuiFu_02 镇抚边疆，为国家计。 | LiuYu_BiJing_01 群寇来袭，愿和将军同御外侮。 | LiuYu_BiJing_02 天下不宁，愿与阁下共守此州。 | LiuYu_ZiMu_01 既为汉吏，当遵汉律。 | LiuYu_Dead 公孙瓒谋逆，人人可诛！
1101801,夏侯令女,经典形象,XiaHouLingNv_FuPing_01 有草生清池，无根碧波上。 | XiaHouLingNv_FuPing_02 愿为浮萍草，托身寄清池。 | XiaHouLingNv_WeiLie_01 好学尚贞烈，义形必沾巾。 | XiaHouLingNv_WeiLie_02 贞烈过男子，何处弱须眉？ | XiaHouLingNv_Dead 心存死志，绝不肯从！
1113001,黄祖,经典形象,HuangZu_JingGong_01 屈臂发弓，亲射猛虎。 | HuangZu_JingGong_02 幼习弓弩，正为此时！ | HuangZu_XiaoJun_01 骁锐敢斗，威震江夏！ | HuangZu_XiaoJun_02 得隽为雄，气贯大江！ | HuangZu_Dead 周瑜小儿，竟破了我的埋伏？
1101701,张嫙,经典形象,ZhangXuan_TongLi_01 胞妹殊礼，妾幸同之。 | ZhangXuan_TongLi_02 夫妻之礼，举案齐眉。 | ZhangXuan_SheZang_01 世间千百物，物物皆相思。 | ZhangXuan_SheZang_02 伊人将逝，何物为葬？ | ZhangXuan_Dead 陛下，臣妾绝无异心！
156401,曹华,经典形象,CaoHua_CaiYi_01 凰凤化越，彩翼犹存。 | CaoHua_CaiYi_02 身披彩翼，心有灵犀。 | CaoHua_GuiLi_01 既离厄海，当归泸沽。 | CaoHua_GuiLi_02 山野如春，不如归去。 | CaoHua_Dead 自古忠孝难两全。
1130101,羊祜,经典形象,YangHu_DeShao_01 名德远播，朝野俱瞻。 | YangHu_DeShao_02 增修德信，以诚服人。 | YangHu_MingFa_01 煌煌大势，无须诈取。 | YangHu_MingFa_02 开示公道，不为掩袭。 | YangHu_Dead 臣死之后，杜元凯可继之。 | YangHu_DeShao_01 名德远播，朝野俱瞻。 | YangHu_DeShao_02 增修德信，以诚服人。 | YangHu_MingFa_01 煌煌大势，无须诈取。 | YangHu_MingFa_02 开示公道，不为掩袭。 | YangHu_Dead 臣死之后，杜元凯可继之。
194201,沮授,界限突破,JuShou_JianYing_01 步步为营，缓缓而进。 | JuShou_JianYing_02 以强击弱，何必心急？ | JuShou_ShiBei_Lose_01 宁向北而死，不面南而生。 | JuShou_ShiBei_Restore_01 主公在北，吾心亦在北！ | JuShou_Dead 身处河南，魂归河北。 | JuShou_JianYing_01 步步为营，缓缓而进。 | JuShou_JianYing_02 以强击弱，何必心急？ | JuShou_ShiBei_Lose_01 宁向北而死，不面南而生。 | JuShou_ShiBei_Restore_01 主公在北，吾心亦在北！ | JuShou_Dead 身处河南，魂归河北。
194301,杜畿,界限突破,duji_andong_01 青龙映木，星出其东则天下安。 | duji_andong_02 以身涉险，剑伐不臣而定河东。 | duji_yingshi_01 大势如潮，可应之而不可逆之。 | duji_yingshi_02 应大势伐贼者，当以重酬彰之。 | duji_dead 公无渡河，公竟渡河。 | duji_andong_01 青龙映木，星出其东则天下安。 | duji_andong_02 以身涉险，剑伐不臣而定河东。 | duji_yingshi_01 大势如潮，可应之而不可逆之。 | duji_yingshi_02 应大势伐贼者，当以重酬彰之。 | duji_dead 公无渡河，公竟渡河。
180401,许劭,经典形象,XuShao_PingJian_01 识人读心，评荐推达。 | XuShao_PingJian_02 月旦雅评，世论天下。 | XuShao_Dead 守节好耻，不可逡巡。
1105101,丁原,经典形象,DingYuan_CiXiao_01 吾儿奉先，天下无敌！ | DingYuan_CiXiao_02 父慈子孝，义理为先！ | DingYuan_XianShuai_01 九州齐喑，首义瞩吾！ | DingYuan_XianShuai_02 雄兵一击，则天下大白！ | DingYuan_Dead 你我父子，此恩今日断。
1105201,王荣,经典形象,WangRong_MinSi_01 才情兼备，选入掖庭。 | WangRong_MinSi_02 能书会计，心思灵巧。 | WangRong_JiJing_01 吉梦赐福，顺应天命。 | WangRong_JiJing_02 梦之指引，必为吉运。 | WangRong_ZhuiDe_01 花香蝶恋，君德妾慕。 | WangRong_ZhuiDe_02 思美人，两情悦。 | WangRong_Dead 谁能护妾身幼子。
1105301,麴义,经典形象,QuYi_FuJi_01 既来之，休走之。 | QuYi_FuJi_02 白马？哼，定叫他有来无回。 | QuYi_JiaoZi_01 今日之获，皆是吾之功劳。 | QuYi_JiaoZi_02 今吾于此，尔等皆为飞灰。 | QuYi_Dead 为主公戎马一生，主公为何如此对我！
1105401,韩馥,经典形象,HanFu_JieYing_01 秉志持节，应时而动。 | HanFu_JieYing_02 授节于汝，随机应变！ | HanFu_WeiPo_01 临渊勒马，进退维谷！ | HanFu_WeiPo_02 前狼后虎，朝不保夕！ | HanFu_Dead 袁本初，你为何不放过我！
1105501,陶谦,经典形象,TaoQian_ZhaoHuo_01 覆巢之下，安有完卵。 | TaoQian_ZhaoHuo_02 四战之地，兵连祸结。 | TaoQian_YiXiang_01 阿瞒！你可攻的下这徐州城！ | TaoQian_YiXiang_02 得道多助，失道寡助！ | TaoQian_YiRang_01 百万黎庶，尽嘱明公！ | TaoQian_YiRang_02 徐州之主，舍君其谁！ | TaoQian_Dead 原知万事空，谁解托州意？
1105601,曹嵩,经典形象,CaoSong_LiLu_01 乱狱滋丰，以礼赂之。 | CaoSong_LiLu_02 微薄之礼，聊表敬意！ | CaoSong_YiZheng_01 玉树盈阶，望子成龙！ | CaoSong_YiZheng_02 择善者，翊赞季兴。 | CaoSong_Dead 孟德，勿忘汝父之仇！
1105701,赵忠,经典形象,ZhaoZhong_YangZhong_01 宦祸所起，池鱼所终！ | ZhaoZhong_YangZhong_02 窃权利己，弄祸殃众！ | ZhaoZhong_HuangKong_01 满腹忠心，如履薄冰！ | ZhaoZhong_HuangKong_02 咱家乃皇帝之母，能有什么坏心思？ | ZhaoZhong_Dead 咱家忠心可鉴啊！
1105801,张邈,经典形象,ZhangMiao_MouNi_01 反制于人，不以鄙乎！ | ZhangMiao_MouNi_02 与诸君终为敌，吾欲先手。 | ZhangMiao_ZongFan_01 今天下未定，有能者皆可谋之！ | ZhangMiao_ZongFan_02 吾以千里之众，当四战之地，可反也！ | ZhangMiao_ZhanGu_01 孤军奋战，独破众将。 | ZhangMiao_ZhanGu_02 雄狮搏兔，何须援乎？ | ZhangMiao_Dead 独木终难支矣。
1105901,牛金,经典形象,NiuJin_CuoRui_01 摧折锐气，未战先衰。 | NiuJin_CuoRui_02 挫其锐气，折其旌旗。 | NiuJin_LieWei_01 都给我交出来！ | NiuJin_LieWei_02 还有点用，暂且饶你一命！ | NiuJin_Dead 这酒有毒！
1106001,董承,经典形象,DongCheng_XueZhao_01 奉旨行事，莫敢不从？ | DongCheng_XueZhao_02 衣带密诏，当诛曹公！ | DongCheng_Dead 是谁走漏了风声？
1106101,胡车儿,经典形象,HuCheEr_DaoJi_01 典韦勇猛，盗戟可除。 | HuCheEr_DaoJi_02 你的，就是我的。 | HuCheEr_FuZhong_01 身负重任，绝无懈怠。 | HuCheEr_FuZhong_02 勇冠其军，负重前行。 | HuCheEr_Dead 好快的涯角枪！
1106201,糜芳傅士仁,经典形象,MiFangFuShiRen_FengShi_01 锋芒之锐，势不可挡！ | MiFangFuShiRen_FengShi_02 势须砥砺，就其锋芒。 | MiFangFuShiRen_Dead 愧对将军。
1106501,丘力居,经典形象,QiuLiJu_KouLue_01 兵强马壮，时出寇略。 | QiuLiJu_KouLue_02 饥则寇略，饱则弃馀。 | QiuLiJu_SuiRen_01 就交给你了。 | QiuLiJu_SuiRen_02 我的财富，收好！ | QiuLiJu_Dead 乌丸危矣！
1107001,邹氏,经典形象,spell2112_1 呵呵，走不动了吗？ | spell2112_2 别走了，再玩一会儿嘛。 | spell2113_1 我和你们真是投缘呐。 | spell2113_2 哼，眼睛都直了呀。 | charDead_2059 年老色衰了吗？ | spell2112_1 呵呵，走不动了吗？ | spell2112_2 别走了，再玩一会儿嘛。 | spell2113_1 我和你们真是投缘呐。 | spell2113_2 哼，眼睛都直了呀。 | charDead_2059 年老色衰了吗？
1107101,曹安民,经典形象,CaoAnMin_XianWei_01 曹家儿郎，何惧一死！ | CaoAnMin_XianWei_02 此役当战，有死无生！ | CaoAnMin_Dead 伯父快走！
1107201,李采薇,经典形象,LiCaiWei_YiJiao_01 非我同盟，其心必异。 | LiCaiWei_YiJiao_02 攻乎异教，斯害也已。 | LiCaiWei_QiBie_01 忽闻君别，泣下沾襟。 | LiCaiWei_QiBie_02 相与泣别，承其遗志。 | LiCaiWei_Dead 随君而去。
1107301,吴范,经典形象,WuFan_FenYin_01 奋音鼓劲，片甲不留！ | WuFan_FenYin_02 奋勇杀敌，声罪致讨。 | WuFan_TianYun_01 天垂象，见吉凶。 | WuFan_TianYun_02 治历数，知风气。 | WuFan_YuYan_01 差若毫厘，谬以千里，需慎之。 | WuFan_YuYan_02 六爻之动，三极之道也。 | WuFan_Dead 天运之术今绝矣。
1190001,马日磾,经典形象,MaRiDi_BingJie_01 秉节传旌，心存丹衷。 | MaRiDi_BingJie_02 秉节刚劲，奸佞务尽。 | MaRiDi_DingZheng_01 行义修正，改故用新。 | MaRiDi_DingZheng_02 义约谬误，有所正订。 | MaRiDi_Dead 失节屈辱忧恚！
1195001,管宁,经典形象,GuanNing_DunShi_01 失路青山隐，藏名白水游。 | GuanNing_DunShi_02 隐居青松畔，遁走孤竹丘。 | GuanNing_Dead 高节始终，无憾矣。
1195101,黄承彦,经典形象,HuangChengYan_JieZhen_01 八阵无破，唯解死而向生。 | HuangChengYan_JieZhen_02 此阵，可由景门入、生门出。 | HuangChengYan_ZeCai_01 梧桐亭亭，必引凤而栖。 | HuangChengYan_ZeCai_02 诸葛良才，可为我佳婿。 | HuangChengYan_YinShi_01 手扶耒耜，不闻风雷。 | HuangChengYan_YinShi_02 南阳隐世，耕读传家。 | HuangChengYan_Dead 卧龙出山天伦逝，悔教吾婿离南阳。
1111001,刘巴,经典形象,LiuBa_ZhuBi_01 铸币平市，百货可居。 | LiuBa_ZhuBi_02 做钱直百，府库皆实。 | LiuBa_LiuZhuan_01 身似浮萍，随波逐流。 | LiuBa_LiuZhuan_02 辗转四方，宦游八州。 | LiuBa_Dead 竹蕴于林，风必摧之。
198001,雷铜,经典形象,LeiTong_KuiJi_01 绝域奋击，孤注一掷。 | LeiTong_KuiJi_02 舍得一身剐，不畏君王威。 | LeiTong_Dead 翼德救我。 | LeiTong_KuiJi_01 绝域奋击，孤注一掷。 | LeiTong_KuiJi_02 舍得一身剐，不畏君王威。 | LeiTong_Dead 翼德救我。
198101,吴兰,经典形象,WuLan_CuoRui_01 减辎疾行，挫敌军锐气。 | WuLan_CuoRui_02 外物当舍，慑敌为重。 | WuLan_Dead 蛮狗，尔敢杀我。 | WuLan_CuoRui_01 减辎疾行，挫敌军锐气。 | WuLan_CuoRui_02 外物当舍，慑敌为重。 | WuLan_Dead 蛮狗，尔敢杀我。
1107401,郝萌,经典形象,HaoMeng_XiongMang_01 力逮千军，唯武为雄！ | HaoMeng_XiongMang_02 莽行沙场，乱世称雄！ | HaoMeng_Dead 曹性，汝欲反我不成！
1107501,严夫人,经典形象,YanFuRen_ChanNi_01 此人心怀叵测，将军当拔剑诛之！ | YanFuRen_ChanNi_02 请夫君听妾身之言，勿为小人所误！ | YanFuRen_NiFu_01 当为贤妻宜室，莫做妒妇祸家。 | YanFuRen_NiFu_02 将军且往沙场驰骋，妾身自有苟全之法。 | YanFuRen_Dead 妾身绝不会害将军呀！
1107601,朱灵,经典形象,GaoLan_XiZhen_01 此命不已，此战不休！ | GaoLan_XiZhen_02 以役兴国，战意磅礴！ | GaoLan_Dead 吾错付曹公。
1107701,阎柔,经典形象,YanRou_ChouTao_01 大恨深仇，此剑讨之！ | YanRou_ChouTao_02 是非恩怨，此役决之！ | YanRou_XiangRong_01 得道多襄，为公是瞻！ | YanRou_XiangRong_02 愿为中原，永戍北疆！ | YanRou_Dead 寒风折戍矛，铁衣裹枯骨。
1109001,骆统,经典形象,LuoTong_RenZheng_01 仁政如水，可润万物。 | LuoTong_RenZheng_02 为官一任，当造福一方。 | LuoTong_JinJian_01 臣代天子牧民，闻苛自当谏之。 | LuoTong_JinJian_02 为将者死战，为臣者死谏！ | LuoTong_Dead 而立之年，奈何早逝。
1101601,滕胤,经典形象,TengYin_ChenJian_01 国有其弊，上书当陈。 | TengYin_ChenJian_02 食君之禄，怎可默言。 | TengYin_XiXiu_01 君子如玉，德形皓白。 | TengYin_XiXiu_02 木秀于身，芬芳自如。 | TengYin_Dead 臣好洁，不堪与之合污。
1110001,张媱,经典形象,ZhangYao_YuanYu_01 此生最恨者，吴垣孙氏人。 | ZhangYao_YuanYu_02 愿为宫外柳，不做建章卿。 | ZhangYao_XiYan_01 夕阳绝美，只叹黄昏。 | ZhangYao_XiYan_02 朱颜将逝，知我何求。 | ZhangYao_Dead 花开人赏，花败谁怜。
1190101,张勋,经典形象,ZhangXun_SuiZheng_01 将勇兵强，大举出征！ | ZhangXun_SuiZheng_02 屡屡随征，战皆告捷。 | ZhangXun_Dead 此役死伤甚重！
194401,刘谌,界限突破,LiuChen_ZhanJue_01 千里锦绣江山，岂能拱手相让？ | LiuChen_ZhanJue_02 先帝一生心血，安可坐以待毙？ | LiuChen_QinWang_01 大江潮来，怎无忠勇之士？ | LiuChen_QinWang_02 泰山倾崩，可有坚贞之臣？ | LiuChen_Dead 儿欲死战，父亲何故先降？ | LiuChen_ZhanJue_01 千里锦绣江山，岂能拱手相让？ | LiuChen_ZhanJue_02 先帝一生心血，安可坐以待毙？ | LiuChen_QinWang_01 大江潮来，怎无忠勇之士？ | LiuChen_QinWang_02 泰山倾崩，可有坚贞之臣？ | LiuChen_Dead 儿欲死战，父亲何故先降？
194501,马忠,界限突破,MaZhong_FuMan_01 蛮夷畏威，杀之积怨，抚之怀德。 | MaZhong_FuMan_02 以威镇夷，宜抚之，勿戾之。 | MaZhong_Dead 愿付此生，见汉蛮一家。 | MaZhong_FuMan_01 蛮夷畏威，杀之积怨，抚之怀德。 | MaZhong_FuMan_02 以威镇夷，宜抚之，勿戾之。 | MaZhong_Dead 愿付此生，见汉蛮一家。
1109101,王昶,经典形象,WangChang_KaiJi_01 谋虑渊深，料远若近。 | WangChang_KaiJi_02 视昧而察，筹不虚运。 | WangChang_PingXi_01 地有常险，守无常势。 | WangChang_PingXi_02 国有常众，战无常胜。 | WangChang_Dead 志存开济，人亡政息。
1111101,杨仪,经典形象,YangYi_JuanXia_01 汝有何功，竟能居我之上？ | YangYi_JuanXia_02 恃才傲立，恩怨必偿！ | YangYi_DingCuo_01 丞相新丧，吾当继之！ | YangYi_DingCuo_02 规画分部，筹度粮谷。 | YangYi_Dead 魏延庸奴，吾誓杀汝！
160901,冯方,经典形象,FengFang_DiTing_01 奉命查验，还请配合。 | FengFang_DiTing_02 且容我查验一二。 | FengFang_BiHuo_01 董卓乱政，京师不可久留。 | FengFang_BiHuo_02 权臣当朝，不如早日脱身。 | FengFang_Dead 掌控校事，为人所忌。
1115101,李婉,经典形象,LiWan_LianDui_01 以句相联，抒离散之苦。 | LiWan_LianDui_02 以诗相对，颂哀怨之情。 | LiWan_BieJun_01 彼岸荼蘼远，落寞北风凉。 | LiWan_BieJun_02 此去经年，不知何时能归？ | LiWan_Dead 生不能同寝，死亦难同穴。
1112101,卞喜,经典形象,BianXi_DunXi_01 看锤！ | BianXi_DunXi_02 且吃我一锤！ | BianXi_Dead 以力破巧，难挡其锋。
1101901,孙茹,经典形象,SunRu_XieCui_01 东隅既得，亦收桑榆。 | SunRu_XieCui_02 江东多娇，锦花相簇。 | SunRu_YouXu_01 积富之家，当恤众急。 | SunRu_YouXu_02 周忧济难，请君恤之。 | SunRu_Dead 伯言，抗儿便托付于你了。
1114001,赵昂,经典形象,ZhaoAng_ZhongJie_01 气节之士，不可不救。 | ZhaoAng_ZhongJie_02 志士遭祸，应施以援手。 | ZhaoAng_SuShou_01 敌众我寡，怎可少谋？ | ZhaoAng_SuShou_02 临城据守，当出奇计。 | ZhaoAng_Dead 援军为何迟迟不至？
1115001,陆凯,经典形象,LuKai_BuShi_01 论演玄意，以筮辄验。 | LuKai_BuShi_02 手不释书，好研经卷。 | LuKai_ZhongZhuang_01 秽尘天听，卿有不测之祸！ | LuKai_ZhongZhuang_02 倾乱国政，安得寿终正寝！ | LuKai_Dead 不听忠言，国将亡矣。
1103201,吕旷吕翔,经典形象,LvKuangLvXiang_ShuHe_01 齐心共举，万事俱成。 | LvKuangLvXiang_ShuHe_02 手足协力，天下可往。 | LvKuangLvXiang_LieHou_01 论功行赏，加官进侯。 | LvKuangLvXiang_LieHou_02 增班列侯，赏赐无量！ | LvKuangLvXiang_Dead 不避其死，以成其忠。
1195201,胡昭,经典形象,HuZhao_MiDu_01 皓首穷经，其心不移。 | HuZhao_MiDu_02 竹简册书，百读不厌。 | HuZhao_XianWang_01 浩气长存，以正压邪。 | HuZhao_XianWang_02 名彰千里，盗无敢侵。 | HuZhao_HuoMo_01 行文挥毫，得心应手。 | HuZhao_HuoMo_02 泼墨走笔，挥洒自如。 | HuZhao_Dead 纵有清名，无益于世也。
161001,牛辅,经典形象,NiuFu_XiaoXi_01 夜深枭啼，亡命夺袭！ | NiuFu_XiaoXi_02 以夜为幕，纵兵逞凶！ | NiuFu_XiongRao_01 势如熊罴，威震四海！ | NiuFu_XiongRao_02 啸聚熊虎，兔走狐惊！ | NiuFu_Dead 胡儿安敢杀我！
1111201,黄权,经典形象,HuangQuan_QuanJian_01 陛下宜后镇，臣请为先锋！ | HuangQuan_QuanJian_02 吴人悍战，陛下万不可涉险！ | HuangQuan_TuJue_01 归蜀无路，孤臣泪尽江北。 | HuangQuan_TuJue_02 受吾主殊遇，安能降吴！ | HuangQuan_Dead 败军之将，何言忠乎？
1110201,全惠解,经典形象,QuanHuiJie_HuiShu_01 心有慧镜，善解百般人意。 | QuanHuiJie_HuiShu_02 袖着静淑，可揾夜阑之泪。 | QuanHuiJie_YiShu_01 此命由我，如织之数可易。 | QuanHuiJie_YiShu_02 易天定之数，结人定之缘。 | QuanHuiJie_LiGong_01 伴君离高墙，日暮江湖远。 | QuanHuiJie_LiGong_02 巍巍宫门开，自此不复来。 | QuanHuiJie_Dead 妾有愧于陛下。
194601,刘封,界限突破,LiuFeng_XianSi_Other_01 此皆孟达之过也！ | LiuFeng_XianSi_Self_01 非我不救，实乃孟达谗言。 | LiuFeng_Dead 父亲，儿实无异心。 | LiuFeng_XianSi_Other_01 此皆孟达之过也！ | LiuFeng_XianSi_Self_01 非我不救，实乃孟达谗言。 | LiuFeng_Dead 父亲，儿实无异心。
194701,SP太史慈,界限突破,QunTaiShiCi_JiXu_01 辨坚识钝，可解充栋之牛！ | QunTaiShiCi_JiXu_02 以锐欺虚，可击泰山之踵！ | QunTaiShiCi_Dead 危而不救为怯，救而不得为庸。 | QunTaiShiCi_JiXu_01 辨坚识钝，可解充栋之牛！ | QunTaiShiCi_JiXu_02 以锐欺虚，可击泰山之踵！ | QunTaiShiCi_Dead 危而不救为怯，救而不得为庸。
180501,杜夔,经典形象,DuKui_FanYin_01 此音可协，此律可振。 | DuKui_FanYin_02 玄妙殊巧，可谓绝技。 | DuKui_PeiQi_01 声依永，律和声。 | DuKui_PeiQi_02 音律不协，不可用也。 | DuKui_Dead 此钟不堪用，再铸！
1103101,尹夫人,经典形象,YinFuRen_YingYu_01 妾身蒲柳，幸蒙将军不弃。 | YinFuRen_YingYu_02 妾之所有，愿尽予君。 | YinFuRen_YongBi_01 海誓山盟，此生不渝。 | YinFuRen_YongBi_02 万千宠爱，幸君怜之。 | YinFuRen_Dead 奈何遇君何其晚乎？
1115201,轲比能,经典形象,KeBiNeng_KouJing_01 驰马掠野，塞外称雄。 | KeBiNeng_KouJing_02 控弦十万，纵横漠南。 | KeBiNeng_Dead 草原雄鹰，折翼于此。
1116001,张奋,经典形象,ZhangFen_WangLu_01 大攻车前，坚城弗当。 | ZhangFen_WangLu_02 大攻既作，天下可望！ | ZhangFen_XianZhu_01 敌垒已陷，当长驱直入！ | ZhangFen_XianZhu_02 舍命陷登，击蛟蟒于狂澜！ | ZhangFen_ChaiXie_01 利器经久，拆合自用。 | ZhangFen_ChaiXie_02 损一得十，如鲸落宇。 | ZhangFen_Dead 身陨外，愿魂归江东。
195501,蔡阳,经典形象,CaiYang_XunJi_01 待拿下你，再找丞相谢罪！ | CaiYang_XunJi_02 姓关的，我现在就来抓你！ | CaiYang_JiaoFeng_01 此击透骨，一解骨肉之痛！ | CaiYang_JiaoFeng_02 关羽？哼，不过如此！ | CaiYang_Dead 何处来的鼓声？
1107901,王威,经典形象,WangWei_RuiZhan_01 敌势汹汹，当急攻以挫其锐。 | WangWei_RuiZhan_02 威愿领骑兵千人，以破敌前军。 | WangWei_ShiLie_01 荆州七郡，亦有怀义之人！ | WangWei_ShiLie_02 食禄半生，安能弃旧主而去！ | WangWei_Dead 后有追兵，主公先行！
1107801,赵俨,经典形象,ZhaoYan_FuNing_01 为国效力，不可逞一时之气。 | ZhaoYan_FuNing_02 诸将和睦，方为国家之幸。 | ZhaoYan_BingJi_01 权其轻重，而后施令。 | ZhaoYan_BingJi_02 罪而后赦，以立恩威。 | ZhaoYan_Dead 背信食言，当有此劫。
156501,刘徽,经典形象,LiuHui_GeYuan_01 绘同径之矩，置内圆而割之。 | LiuHui_GeYuan_02 矩割弥细，圆失弥少，以至不可割。 | LiuHui_JieShu_01 累乘除以成九数者，可以加减解之。 | LiuHui_JieShu_02 数有其理，见筹一可知沙数 | LiuHui_GuSuan_01 勾中容横，股中容直，可知其玄五。 | LiuHui_GuSuan_02 累矩连索，类推衍化，开立而得法。 | LiuHui_Dead 算学如海，穷我一生，只得杯水。
1110301,丁尚涴,经典形象,DingShangWan_FengYan_01 既将我儿杀之，何复念之！ | DingShangWan_FengYan_02 乞问曹公，吾儿何时归还？ | DingShangWan_FuDao_01 弑子之仇，不共戴天！ | DingShangWan_FuDao_02 眼中泪绝，尽付仇怆。 | DingShangWan_Dead 吾儿既丧，天地无光。
1118001,管亥,经典形象,GuanHai_SuoLiang_01 奉上万石粮草，吾便退兵！ | GuanHai_SuoLiang_02 听闻北海富庶，特来借粮。 | GuanHai_QinBao_01 赤箓护身，神鬼莫当。 | GuanHai_QinBao_02 头裹黄巾，代天征伐。 | GuanHai_Dead 这红脸汉子，为何如此眼熟。
180601,朱建平,经典形象,ZhuJianPing_XiangMian_01 以吾之见，阁下命不久矣。 | ZhuJianPing_XiangMian_02 印堂发黑，将军危在旦夕。 | ZhuJianPing_TianJi_01 顺天而行，坐收其利。 | ZhuJianPing_TianJi_02 只可意会，不可言传。 | ZhuJianPing_Dead 天机，不可泄露啊。
